customer_id,lifetime_value,days_since_purchase,total_orders,churn_risk_flag
10365,76.58048843878021,182,41,Active
10366,307.72290670803113,307,35,Active
10367,2397.5779065506285,10,28,Active
10368,2406.3596320831916,396,6,Mid Value At Risk
10369,681.597832844211,4,6,Active
10370,799.3840643124197,351,44,Active
10371,476.0117308982861,402,23,Active
10372,277.6182229969576,336,33,Active
10373,318.78906764031177,488,16,Active
10374,893.058863942805,292,24,Active
10375,1116.6702989304617,281,5,Mid Value At Risk
10376,1254.5563329769188,215,41,Mid Value At Risk
10377,1247.0648254789933,460,42,Mid Value At Risk
10378,76.50955723225556,98,13,Active
10379,545.6396772586847,420,47,Active
10380,47.42536515899023,101,12,Active
10381,637.9690525563143,451,5,Active
10382,466.04421998982684,9,37,Active
10383,1749.294931376641,61,31,Active
10384,345.7532955743081,309,28,Active
10385,99.60478204196069,146,28,Active
10386,123.44612363369549,427,30,Active
10387,1146.744437663275,419,18,Mid Value At Risk
10388,770.324543798428,63,44,Active
10389,85.28696979630836,121,27,Active
10390,70.28441733488407,226,35,Active
10391,965.7667773224798,105,26,Active
10392,60.43687162063771,462,39,Active
10393,1380.148683046865,260,49,Mid Value At Risk
10394,979.999802504004,349,18,Active
10395,67.87900046424966,425,33,Active
10396,70.92309422224535,255,25,Active
10397,3452.366849646474,429,31,Mid Value At Risk
10398,375.07006604183164,434,37,Active
10399,370.44420838024996,207,2,Active
10400,1340.4603226261418,28,33,Active
10401,2353.7316303705948,170,39,Mid Value At Risk
10402,3415.019151681587,336,43,Mid Value At Risk
10403,1119.9193840930734,76,43,Active
10404,377.61679969530053,116,32,Active
10405,69.7551949583658,69,18,Active
10406,1200.9940323637006,354,17,Mid Value At Risk
10407,653.8883260491943,234,34,Active
10408,441.62650024397897,1,39,Active
10409,1894.5901403824723,167,7,Mid Value At Risk
10410,94.30416637750419,352,42,Active
10411,542.8040874983634,218,35,Active
10412,9.134871546033335,273,30,Active
10413,505.883495666341,368,12,Active
10414,46.36034485274062,251,35,Active
10415,101.19279674493697,347,11,Active
10416,100.02098560596502,344,44,Active
10417,838.0547091255772,419,4,Active
10418,1096.4781740771782,174,25,Mid Value At Risk
10419,700.4430217622948,170,48,Active
10420,2619.7761672819015,246,32,Mid Value At Risk
10421,375.83726233621377,423,20,Active
10422,269.175325936447,90,31,Active
10423,1623.6020305361837,49,4,Active
10424,202.4656541854827,446,38,Active
10425,2642.296085001529,294,47,Mid Value At Risk
10426,9.783155487175446,407,1,Active
10427,2802.021538303585,150,3,Mid Value At Risk
10428,35.295198894801516,132,37,Active
10429,1774.176983328007,433,22,Mid Value At Risk
10430,600.1146002795123,59,17,Active
10431,3965.462886340826,457,14,Mid Value At Risk
10432,61.32910076356395,324,41,Active
10433,645.6877309866791,199,35,Active
10434,2786.860177004804,215,13,Mid Value At Risk
10435,592.3551465448352,386,35,Active
10436,794.1026323049499,49,43,Active
10437,951.9209904934194,472,2,Active
10438,484.9022045415607,232,47,Active
10439,790.1393384064177,247,13,Active
10440,702.2606894446045,382,16,Active
10441,1851.386215586118,479,18,Mid Value At Risk
10442,37.20916939478478,239,7,Active
10443,263.87418071900674,415,45,Active
10444,2403.196804688745,367,36,Mid Value At Risk
10445,1767.7406627627888,168,41,Mid Value At Risk
10446,486.540209567696,48,30,Active
10447,774.3464229911818,51,42,Active
10448,259.8987359161041,299,41,Active
10449,166.7233291488516,98,7,Active
10450,498.446879043279,439,15,Active
10451,348.76282769338667,216,40,Active
10452,700.9949648053145,177,19,Active
10453,64.73782754654783,380,43,Active
10454,2931.9680980180538,474,37,Mid Value At Risk
10455,3427.0924604420306,80,2,Active
10456,958.2911055302314,185,42,Active
10457,614.4627475296719,367,48,Active
10458,296.303441243488,461,13,Active
10459,1344.7257339903974,399,40,Mid Value At Risk
10460,923.4636669190526,27,41,Active
10461,141.9789232803907,452,43,Active
10462,1934.640873599302,464,43,Mid Value At Risk
10463,1383.195609093817,448,31,Mid Value At Risk
10464,2393.3908200267488,478,16,Mid Value At Risk
10465,1034.8832033569074,492,42,Mid Value At Risk
10466,760.3232156730983,414,44,Active
10467,433.3620052744907,420,6,Active
10468,2159.2146892376945,195,28,Mid Value At Risk
10469,1608.313904037536,214,32,Mid Value At Risk
10470,37.01835092249823,369,44,Active
10471,21.37665349320909,342,10,Active
10472,377.87820926661027,114,18,Active
10473,1330.918178396869,242,4,Mid Value At Risk
10474,3491.4203745761342,124,9,Mid Value At Risk
10475,130.40760794758376,305,7,Active
10476,721.3793041725886,76,8,Active
10477,383.5789598064769,311,43,Active
10478,2802.96684350077,469,7,Mid Value At Risk
10479,1476.7305659469077,312,41,Mid Value At Risk
10480,1457.7520371758858,196,40,Mid Value At Risk
10481,505.9324569118188,351,3,Active
10482,428.6679490618792,44,17,Active
10483,255.51111372004897,415,2,Active
10484,46.421571075868975,186,15,Active
10485,1600.3409120026483,343,46,Mid Value At Risk
10486,1340.8939513999383,246,29,Mid Value At Risk
10487,6537.956478254466,437,48,High Value At Risk
10488,4555.898720595466,84,22,Active
10489,648.5212741131152,207,4,Active
10490,1172.2264721650085,151,6,Mid Value At Risk
10491,2316.9373462995486,156,38,Mid Value At Risk
10492,1515.8176117673966,16,26,Active
10493,227.32195566491723,165,11,Active
10494,479.0614619198916,405,26,Active
10495,110.63707545047092,463,17,Active
10496,2464.179029153367,145,24,Mid Value At Risk
10497,745.4781620708945,498,28,Active
10498,207.68298033478695,37,35,Active
10499,891.0636313386002,333,31,Active
10500,770.1363477944574,403,13,Active
10501,354.73636983768483,414,35,Active
10502,96.43129711877542,45,16,Active
10503,890.7530268152817,402,15,Active
10504,587.6883393488301,206,43,Active
10505,1183.845664768412,62,18,Active
10506,587.447888338812,420,47,Active
10507,1529.4160890467872,356,37,Mid Value At Risk
10508,642.20329521719,468,48,Active
10509,658.4916647841177,308,48,Active
10510,1674.2069145838173,19,49,Active
10511,413.3178511904936,365,41,Active
10512,115.11036431223916,300,27,Active
10513,23.364017145675746,7,35,Active
10514,1125.6459621300685,249,45,Mid Value At Risk
10515,774.7191736485437,428,35,Active
10516,974.1322782383012,117,28,Active
10517,191.58519479475478,68,39,Active
10518,117.29004098262293,34,38,Active
10519,11.721181012535025,194,9,Active
10520,345.3498092120554,325,12,Active
10521,713.1179005319557,55,15,Active
10522,398.3854940489206,266,21,Active
10523,460.25565026274495,480,35,Active
10524,1876.0492183851532,42,42,Active
10525,342.48209154008936,297,33,Active
10526,577.2200224578569,461,19,Active
10527,1224.6973901757613,231,23,Mid Value At Risk
10528,404.06410503934376,453,13,Active
10529,778.4723802824683,378,44,Active
10530,1586.5125149474454,394,1,Mid Value At Risk
10531,2388.9523322997343,10,29,Active
10532,127.26550345186878,358,24,Active
10533,2089.330210433663,475,16,Mid Value At Risk
10534,542.0022247964245,444,25,Active
10535,238.9883634811166,128,23,Active
10536,491.669573896558,179,28,Active
10537,3130.922478064473,405,47,Mid Value At Risk
10538,542.7930341338878,392,16,Active
10539,318.8928256803998,193,43,Active
10540,802.7890191661277,92,38,Active
10541,219.70277417248235,369,11,Active
10542,63.11624398098803,231,3,Active
10543,110.38017576993269,78,15,Active
10544,109.61473925360569,85,1,Active
10545,131.80792124533838,30,7,Active
10546,119.56805285401325,213,1,Active
10547,819.2672408606452,49,49,Active
10548,160.5970856275853,265,32,Active
10549,339.3114526358442,145,9,Active
10550,1816.7793001026862,69,29,Active
10551,513.9049133172749,58,26,Active
10552,881.0312669219045,185,23,Active
10553,151.3028136905732,62,45,Active
10554,170.84078479607604,479,43,Active
10555,33.38177017405224,308,29,Active
10556,148.0378752524647,445,38,Active
10557,261.2384949049164,296,33,Active
10558,155.84945398648637,166,7,Active
10559,74.30872628829405,171,12,Active
10560,102.84497079468203,63,31,Active
10561,494.1034746923033,147,32,Active
10562,184.87376507607726,484,20,Active
10563,362.3848924087348,306,17,Active
10564,560.0041477714643,161,36,Active
10565,937.9659472100337,141,3,Active
10566,32.08458408001234,334,1,Active
10567,1285.1953950608956,97,27,Active
10568,790.874952293837,446,47,Active
10569,68.2363443010674,221,40,Active
10570,1654.5077587904725,43,33,Active
10571,2029.3548371031425,433,20,Mid Value At Risk
10572,50.41826204813072,292,14,Active
10573,259.3414745029206,378,36,Active
10574,1312.7481465813141,108,5,Active
10575,1103.4857921714467,266,23,Mid Value At Risk
10576,163.18370564944038,95,45,Active
10577,187.9192249452266,262,15,Active
10578,370.2280880194958,313,6,Active
10579,530.1300517348915,385,33,Active
10580,770.4014672468415,71,19,Active
10581,368.25005040028094,442,13,Active
10582,496.7128873767341,219,29,Active
10583,1100.983152311874,21,6,Active
10584,29.89836185718277,92,15,Active
10585,232.74929750591778,127,16,Active
10586,999.5934999648206,80,24,Active
10587,1804.6134034644908,312,23,Mid Value At Risk
10588,573.4232897667207,238,48,Active
10589,607.6236018824551,471,10,Active
10590,90.6890708325307,372,41,Active
10591,474.5145968668407,404,41,Active
10592,608.485439244232,486,49,Active
10593,222.15424260852265,182,17,Active
10594,250.93968950283508,25,49,Active
10595,378.9319878419776,156,44,Active
10596,16.22028860025161,5,45,Active
10597,310.9798090049086,120,30,Active
10598,190.04554849890388,277,44,Active
10599,317.39938418558614,18,46,Active
10600,102.050482627825,431,10,Active
10601,1769.6639199544197,198,19,Mid Value At Risk
10602,720.3190511036478,57,29,Active
10603,909.3063663144253,93,2,Active
10604,1245.367225902233,19,36,Active
10605,552.0291374791082,384,19,Active
10606,72.74567561396468,353,7,Active
10607,616.2066906358581,193,26,Active
10608,707.1384462970989,237,15,Active
10609,1094.5733190467274,387,47,Mid Value At Risk
10610,452.02771950638567,426,38,Active
10611,109.18773338344978,277,3,Active
10612,267.00974420936313,227,38,Active
10613,360.89186037969876,233,16,Active
10614,830.5796892974893,40,2,Active
10615,676.6253769611357,323,31,Active
10616,352.1654077214449,153,28,Active
10617,3444.9566177358497,127,7,Mid Value At Risk
10618,744.6664067737674,237,30,Active
10619,216.63562300543995,486,43,Active
10620,85.87440369990948,493,7,Active
10621,132.7106340718607,55,36,Active
10622,225.84547951611276,468,29,Active
10623,140.13189996343522,436,24,Active
10624,165.19339636366433,172,39,Active
10625,268.4846785723572,109,4,Active
10626,152.3219469303096,354,29,Active
10627,1816.6011594847323,469,44,Mid Value At Risk
10628,66.90857007360013,184,5,Active
10629,594.7298800901622,439,29,Active
10630,422.6444451914419,368,30,Active
10631,3230.9137328127363,471,29,Mid Value At Risk
10632,95.06187655792392,198,26,Active
10633,405.8063949939443,371,19,Active
10634,2791.247731301372,373,26,Mid Value At Risk
10635,1604.9952495745238,461,37,Mid Value At Risk
10636,1358.9304272289435,497,27,Mid Value At Risk
10637,238.6200668268037,87,30,Active
10638,149.91962622919002,201,30,Active
10639,883.6476789454268,337,3,Active
10640,2120.308075967964,322,43,Mid Value At Risk
10641,650.9203375237938,275,7,Active
10642,678.1820491668692,211,49,Active
10643,262.7800246485207,391,9,Active
10644,1173.9790067296708,118,41,Active
10645,165.66238571685668,191,42,Active
10646,312.87025049538613,42,13,Active
10647,443.31564005586443,42,15,Active
10648,566.7879701157588,315,5,Active
10649,222.09006685568465,276,29,Active
10650,97.58661771530835,329,35,Active
10651,754.5597259434852,17,27,Active
10652,272.45069474923343,283,27,Active
10653,696.3624546339549,431,8,Active
10654,134.13180221654383,258,32,Active
10655,524.8971024228221,63,20,Active
10656,608.4377985032622,62,10,Active
10657,42.57172116569706,100,13,Active
10658,328.3068811043386,19,29,Active
10659,115.47946146554528,17,35,Active
10660,52.37780701801991,325,8,Active
10661,3680.9610491162593,423,29,Mid Value At Risk
10662,311.3040180155362,466,31,Active
10663,1328.056491015919,373,41,Mid Value At Risk
10664,235.11106743472112,246,30,Active
10665,915.3130808162812,251,22,Active
10666,1142.4529782625668,455,21,Mid Value At Risk
10667,724.3572753353118,81,12,Active
10668,510.2853152362174,39,11,Active
10669,424.6062508043022,36,2,Active
10670,343.23464136317983,424,41,Active
10671,2122.044838576625,429,2,Mid Value At Risk
10672,1420.4856569134383,388,34,Mid Value At Risk
10673,2682.5411115325533,486,3,Mid Value At Risk
10674,106.18283346888444,409,16,Active
10675,1050.041090768406,197,4,Mid Value At Risk
10676,2228.9018122089924,158,23,Mid Value At Risk
10677,159.96464776063814,204,20,Active
10678,55.0482539779975,196,25,Active
10679,1081.1145225508976,216,30,Mid Value At Risk
10680,683.5417153589358,285,18,Active
10681,1475.2617130571823,457,42,Mid Value At Risk
10682,120.44659713135408,196,11,Active
10683,1268.8400888254944,307,29,Mid Value At Risk
10684,180.14381845361837,152,17,Active
10685,142.9721591724144,14,26,Active
10686,143.55572524796057,325,23,Active
10687,1348.082626051207,146,48,Mid Value At Risk
10688,875.3709112127751,426,20,Active
10689,592.3007650768354,57,45,Active
10690,355.56912134245454,211,2,Active
10691,1677.7621338354659,268,24,Mid Value At Risk
10692,398.65019975795593,210,31,Active
10693,1356.8661302784558,17,27,Active
10694,462.6199048911043,286,2,Active
10695,378.4956526541897,344,14,Active
10696,496.9288479196821,203,4,Active
10697,286.91622034451365,99,49,Active
10698,1101.4218503495515,279,13,Mid Value At Risk
10699,558.8822525564768,209,36,Active
10700,211.39402479765218,129,35,Active
10701,1838.6718796404668,335,44,Mid Value At Risk
10702,387.465393886969,288,8,Active
10703,627.4259057422108,252,2,Active
10704,1895.5964869677011,265,6,Mid Value At Risk
10705,783.0394430858646,271,31,Active
10706,99.45169268622381,412,10,Active
10707,2248.493347145767,408,44,Mid Value At Risk
